YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
2016,26,영남대학교,44.41,276,대학,사립,경북,A그룹,1.5,713944000,82782235000,70.69999694824219,1775898,125055.8,18.600000381469727,122,10237,1133,83254149000,1.2999999523162842,1.399999976158142,7945,1116,1.399999976158142,713943700,83254149000,40.400001525878906,194856
2016,27,충북대학교,44.39,359,대학,국립,충북,A그룹,3.299999952316284,0,0,64.30000305175781,1150668,0,0,5,2376,500,0,1.399999976158142,.4000000059604645,332,332,1.399999976158142,0,0,0,3
2016,28,인제대학교,44.37,310,대학,사립,경남,B그룹,1.2000000476837158,207000000,42498497000,73.0999984741211,833359,49936.5,17.5,9,700,178,40793099000,1.7000000476837158,7.300000190734863,265216,22625,2.5,182967290,40793099000,91.9000015258789,2291203
2016,29,서울시립대학교,44.34,209,대학,공립,서울,A그룹,1.100000023841858,900000000,145705538000,90.5999984741211,1068966,157566.5,0,405,25223,3456,125189130000,26.299999237060547,.4000000059604645,664,132,26.299999237060547,1645781799,125189130000,8.899999618530273,11160
2016,30,세종대학교,44.34,236,대학,사립,서울,A그룹,1.899999976158142,550000000,97010675000,69.19999694824219,966934,52916.9,4,223,7926,1571,106947132000,.3000000119209289,13.5,258653,15020,.4000000059604645,557955511,106947132000,97.9000015258789,1254604
2016,31,단국대학교,44.33,107,대학,사립,경기,A그룹,1.7000000476837158,50000001,11089146000,70.30000305175781,1902966,0,68.30000305175781,16,906,93,11532757000,1.2000000476837158,2.400000095367432,11581,987,1.2999999523162842,0,11532757000,37.79999923706055,125887
2016,32,울산과학기술원,44.32,295,대학,국립,울산,C그룹,.699999988079071,183100000,24124812000,49.59999847412109,221824,74390.2,34,6,1446,126,27264594000,.4000000059604645,0,116932,1844,.4000000059604645,178982939,27264594000,0,73519
2016,33,국립부경대학교,44.28,76,대학,국립,부산,A그룹,.5,93000000,9714599000,58.20000076293945,1141540,173507.5,75.4000015258789,53,2041,323,9999387000,.699999988079071,4,37447,4698,.8999999761581421,93000000,9999387000,66.9000015258789,524371
2016,34,가천대학교,44.28,3,대학,사립,경기,A그룹,5.599999904632568,171415000,32691372000,46.5,964053,59008,15,53,3914,562,34335951000,.699999988079071,0,0,0,1.2999999523162842,205642823,34335951000,0,0
2016,35,한림대학교,44.27,434,대학,사립,강원,B그룹,.6000000238418579,160324000,57460339000,83.5999984741211,752826,27434,0,84,3704,600,73592762000,0,0,0,0,0,161120112,73592762000,0,0
